trans_id,CUSTOMERACCID,type,operation,TransactionType,Debit,Credit,amount,balance,bankID,BranchID,Channel,TransactionDate
T00754038,1262,Debit,Cash Withdrawal,1,6500,0,6500,38049.3,1,142,5,1/1/2019 14:06
T00790031,1263,Debit,Cash Withdrawal,1,600,0,600,47978,1,105,5,1/1/2019 12:25
T00788782,1264,Credit,Credit in Cash,,0,1100,1100,1100,1,105,5,1/1/2019 9:27
T00790468,1265,Debit,Cash Withdrawal,1,1320,0,1320,61516.4,1,11,5,1/1/2019 16:58
T01138466,1266,Debit,Cash Withdrawal,1,3000,0,3000,45596.5,1,6,5,1/1/2019 13:57
T01137609,1267,Debit,Cash Withdrawal,1,690,0,690,34362.9,1,219,5,1/1/2019 8:41
T01137594,1268,Debit,Cash Withdrawal,1,2280,0,2280,32082.9,1,219,5,1/1/2019 9:32
T01136154,1269,Debit,Cash Withdrawal,1,390,0,390,19203.6,1,295,5,1/1/2019 15:49
T01271259,1270,Debit,Cash Withdrawal,1,6600,0,6600,62876.3,1,239,5,1/1/2019 13:44
T01269899,1271,Debit,Cash Withdrawal,1,8400,0,8400,45877.9,1,54,5,1/1/2019 15:05
T01273855,1272,Debit,Cash Withdrawal,1,900,0,900,5846.1,1,166,5,1/1/2019 15:17
T02465855,1273,Debit,Cash Withdrawal,1,2100,0,2100,53506.7,1,77,5,1/1/2019 11:08
T02464282,1274,Debit,Cash Withdrawal,1,6600,0,6600,46789.4,1,152,5,1/1/2019 12:58
T02465857,1275,Debit,Cash Withdrawal,1,5700,0,5700,55606.7,1,77,5,1/1/2019 15:31
T00296066,1276,Debit,Cash Withdrawal,1,2700,0,2700,46588.9,1,99,5,1/1/2019 11:59
T00330869,1277,Debit,Cash Withdrawal,1,4400,0,4400,52709.6,1,111,5,1/1/2019 11:19
T00371103,1278,Debit,Cash Withdrawal,1,6600,0,6600,60284.2,1,226,5,1/1/2019 11:05
T00369472,1279,Debit,Cash Withdrawal,1,2400,0,2400,26639,1,9,5,1/1/2019 10:49
T00368432,1280,Debit,Cash Withdrawal,1,6300,0,6300,42267.1,1,89,5,1/1/2019 13:22
T00683123,1281,Debit,Cash Withdrawal,1,2610,0,2610,16082,1,236,5,1/1/2019 9:51
T00681420,1282,Debit,Cash Withdrawal,1,3900,0,3900,67844.2,1,335,5,1/1/2019 9:04
T00257991,1283,Debit,Cash Withdrawal,1,180,0,180,24378.8,1,253,5,1/1/2019 16:04
T00257041,1284,Debit,Cash Withdrawal,1,2880,0,2880,25259,1,301,5,1/1/2019 8:34
T00260989,1285,Debit,Cash Withdrawal,1,28100,0,28100,65997.8,1,267,5,1/1/2019 9:41
T00258422,1286,Debit,Credit Card Withdrawal,,2600,0,2600,75366.3,1,266,5,1/1/2019 8:08
T00262498,1287,Debit,Cash Withdrawal,1,2520,0,2520,38019.4,1,263,5,1/1/2019 14:10
T00263019,1288,Debit,Cash Withdrawal,1,9800,0,9800,19382.3,1,100,5,1/1/2019 10:48
T00265873,1289,Debit,Cash Withdrawal,1,1400,0,1400,54055.3,1,221,5,1/1/2019 10:40
T00261751,1290,Debit,Cash Withdrawal,1,10400,0,10400,10932.9,1,252,5,1/1/2019 14:10
T00261647,1291,Debit,Cash Withdrawal,1,800,0,800,21332.9,1,252,5,1/1/2019 12:50
T00264100,1292,Debit,Cash Withdrawal,1,3120,0,3120,21342.9,1,327,5,1/1/2019 14:01
T00263600,1293,Debit,Cash Withdrawal,1,1680,0,1680,27248.4,1,176,5,1/1/2019 10:18
T01105972,1294,Debit,Credit Card Withdrawal,,1300,0,1300,70183,1,162,5,1/1/2019 12:42
T01101854,1295,Debit,Cash Withdrawal,1,4400,0,4400,25173.2,1,318,5,1/1/2019 14:01
T01103513,1296,Debit,Cash Withdrawal,1,600,0,600,48665.2,1,212,5,1/1/2019 10:22
T00762515,1297,Debit,Cash Withdrawal,1,400,0,400,23675.7,1,211,5,1/1/2019 16:39
T00834549,1298,Debit,Cash Withdrawal,1,4500,0,4500,60250.3,1,93,5,1/1/2019 8:59
T01068826,1299,Debit,Cash Withdrawal,1,560,0,560,32765.8,1,350,5,1/1/2019 11:09
T01069360,1300,Debit,Cash Withdrawal,1,3360,0,3360,47145.7,1,343,5,1/1/2019 16:24
T01068822,1301,Debit,Cash Withdrawal,1,1360,0,1360,31405.8,1,350,5,1/1/2019 15:13
T00687772,1302,Debit,Cash Withdrawal,1,3360,0,3360,28068.1,1,177,5,1/1/2019 12:39
T00688310,1303,Debit,Cash Withdrawal,1,20500,0,20500,44989.6,1,180,5,1/1/2019 14:59
T00728746,1304,Debit,Cash Withdrawal,1,3300,0,3300,19065.5,1,100,5,1/1/2019 16:49
T00631973,1305,Debit,Cash Withdrawal,1,3600,0,3600,27342.5,1,84,5,1/1/2019 15:11
T00630999,1306,Debit,Cash Withdrawal,1,270,0,270,16814.5,1,207,5,1/1/2019 11:29
T00630806,1307,Debit,Cash Withdrawal,1,5500,0,5500,21418.3,1,231,5,1/1/2019 15:18
T00631881,1308,Debit,Cash Withdrawal,1,1080,0,1080,30942.5,1,84,5,1/1/2019 8:27
T00631882,1309,Debit,Cash Withdrawal,1,1440,0,1440,32022.5,1,84,5,1/1/2019 8:43
T00703636,1310,Debit,Cash Withdrawal,1,3240,0,3240,46302.1,1,35,5,1/1/2019 13:21
T00707908,1311,Debit,Cash Withdrawal,1,6300,0,6300,49669.3,1,146,5,1/1/2019 16:45
T00705937,1312,Credit,Credit in Cash,,0,13721,13721,74023.6,1,248,5,1/1/2019 11:05
T00702629,1313,Debit,Cash Withdrawal,1,500,0,500,29386.9,1,314,5,1/1/2019 16:39
T00804954,1314,Debit,Cash Withdrawal,1,1560,0,1560,56046.6,1,21,5,1/1/2019 12:08
T00563368,1315,Debit,Cash Withdrawal,1,1120,0,1120,18446,1,190,5,1/1/2019 12:14
T00567405,1316,Debit,Cash Withdrawal,1,2760,0,2760,33892.6,1,155,5,1/1/2019 13:12
T00594412,1317,Debit,Cash Withdrawal,1,1080,0,1080,72089.8,1,301,5,1/1/2019 14:02
T00593832,1318,Debit,Cash Withdrawal,1,2000,0,2000,27867.4,1,227,5,1/1/2019 14:18
T01328628,1319,Debit,Cash Withdrawal,1,3600,0,3600,102160.7,1,198,5,1/1/2019 14:47
T01328565,1320,Credit,Credit in Cash,,0,26844,26844,105760.7,1,198,5,1/1/2019 9:23
T01328696,1321,Debit,Cash Withdrawal,1,55100,0,55100,47060.7,1,198,5,1/1/2019 14:45
T01314547,1322,Debit,Cash Withdrawal,1,1000,0,1000,23421.4,1,299,5,1/1/2019 16:21
T01319088,1323,Debit,Cash Withdrawal,1,11100,0,11100,37039.2,1,105,5,1/1/2019 16:01
T01322507,1324,Debit,Cash Withdrawal,1,19900,0,19900,43150.1,1,46,5,1/1/2019 11:54
T01599414,1325,Debit,Cash Withdrawal,1,3120,0,3120,10120.8,1,204,5,1/1/2019 9:59
T01599393,1326,Debit,Cash Withdrawal,1,1600,0,1600,8520.8,1,204,5,1/1/2019 16:42
T01599093,1327,Debit,Cash Withdrawal,1,3600,0,3600,45950.5,1,145,5,1/1/2019 11:08
T01596158,1328,Debit,Cash Withdrawal,1,1500,0,1500,20920,1,135,5,1/1/2019 9:11
T01596132,1329,Debit,Cash Withdrawal,1,10200,0,10200,22420,1,135,5,1/1/2019 15:40
T00860175,1330,Debit,Cash Withdrawal,1,1040,0,1040,18101.1,1,329,5,1/1/2019 10:03
T00859777,1331,Debit,Cash Withdrawal,1,16400,0,16400,49815,1,212,5,1/1/2019 15:45
T00990689,1332,Credit,Credit in Cash,,0,200,200,32931,1,333,5,1/1/2019 10:54
T00992104,1333,Debit,Cash Withdrawal,1,560,0,560,41112,1,329,5,1/1/2019 9:06
T01203813,1334,Debit,Cash Withdrawal,1,1400,0,1400,32319.9,1,247,5,1/1/2019 9:32
T01215580,1335,Debit,Cash Withdrawal,1,2500,0,2500,38393.7,1,213,5,1/1/2019 12:35
T01215581,1336,Debit,Cash Withdrawal,1,1000,0,1000,37393.7,1,213,5,1/1/2019 12:36
T01207675,1337,Debit,Cash Withdrawal,1,13200,0,13200,28000.5,1,154,5,1/1/2019 8:11
T01204520,1338,Debit,Cash Withdrawal,1,350,0,350,24639.9,1,24,5,1/1/2019 12:45
T00820347,1339,Debit,Cash Withdrawal,1,390,0,390,20530.1,1,183,5,1/1/2019 14:35
T00820344,1340,Debit,Cash Withdrawal,1,480,0,480,20050.1,1,183,5,1/1/2019 13:34
T00819649,1341,Debit,Cash Withdrawal,1,900,0,900,68277.8,1,31,5,1/1/2019 15:18
T00426927,1342,Debit,Cash Withdrawal,1,480,0,480,36524.8,1,24,5,1/1/2019 10:46
T00427220,1343,Debit,Cash Withdrawal,1,800,0,800,21288.9,1,239,5,1/1/2019 13:43
T00485583,1344,Debit,Cash Withdrawal,1,8100,0,8100,45811,1,270,5,1/1/2019 13:15
T00485602,1345,Debit,Cash Withdrawal,1,6000,0,6000,53911,1,270,5,1/1/2019 12:53
T00559484,1346,Debit,Cash Withdrawal,1,2800,0,2800,28916,1,158,5,1/1/2019 12:55
T00562162,1347,Debit,Cash Withdrawal,1,2080,0,2080,26957.7,1,23,5,1/1/2019 14:25
T00562709,1348,Debit,Credit Card Withdrawal,,1900,0,1900,38068.1,1,342,5,1/1/2019 14:55
T00814377,1349,Debit,Cash Withdrawal,1,2700,0,2700,34519.6,1,145,5,1/1/2019 12:56
T00380682,1350,Debit,Cash Withdrawal,1,23200,0,23200,53787,1,189,5,1/1/2019 9:51
T00380948,1351,Debit,Cash Withdrawal,1,960,0,960,20060.5,1,96,5,1/1/2019 14:58
T00381921,1352,Debit,Cash Withdrawal,1,2880,0,2880,43951.8,1,68,5,1/1/2019 14:36
T00378806,1353,Debit,Cash Withdrawal,1,3500,0,3500,15614.4,1,147,5,1/1/2019 12:03
T00379159,1354,Debit,Cash Withdrawal,1,840,0,840,81025.6,1,155,5,1/1/2019 14:27
T00384530,1355,Debit,Cash Withdrawal,1,1500,0,1500,25441.1,1,108,5,1/1/2019 9:32
T00384858,1356,Debit,Cash Withdrawal,1,3360,0,3360,25596.7,1,97,5,1/1/2019 10:43
T01029135,1357,Debit,Cash Withdrawal,1,1500,0,1500,23237.2,1,114,5,1/1/2019 9:54
T01089454,1358,Debit,Cash Withdrawal,1,5000,0,5000,73006.5,1,197,5,1/1/2019 11:09
T01292528,1359,Debit,Credit Card Withdrawal,,500,0,500,58405.4,1,208,5,1/1/2019 8:50
T00169579,1360,Debit,Cash Withdrawal,1,2600,0,2600,29972.6,1,183,5,1/1/2019 10:08
T00171626,1361,Debit,Cash Withdrawal,1,1680,0,1680,17961.7,1,337,5,1/1/2019 9:36
T00170206,1362,Debit,Cash Withdrawal,1,1600,0,1600,17339.7,1,299,5,1/1/2019 8:56
T00171164,1363,Debit,Cash Withdrawal,1,5700,0,5700,61419.9,1,26,5,1/1/2019 16:38
T00172000,1364,Debit,Cash Withdrawal,1,1120,0,1120,37381.6,1,148,5,1/1/2019 11:16
T00208866,1365,Debit,Cash Withdrawal,1,2400,0,2400,34095.2,1,84,5,1/1/2019 10:41
T00209217,1366,Debit,Cash Withdrawal,1,800,0,800,16973.4,1,200,5,1/1/2019 13:01
T00212591,1367,Debit,Cash Withdrawal,1,600,0,600,25801.1,1,86,5,1/1/2019 13:07
T00217999,1368,Debit,Cash Withdrawal,1,850,0,850,55467.1,1,252,5,1/1/2019 10:41
T00217315,1369,Debit,Cash Withdrawal,1,20600,0,20600,68424.3,1,85,5,1/1/2019 12:30
T00377783,1370,Credit,Credit in Cash,,0,38988,38988,106209,1,187,5,1/1/2019 13:01
T00373577,1371,Debit,Cash Withdrawal,1,6900,0,6900,43331.2,1,81,5,1/1/2019 9:39
T00156786,1372,Debit,Cash Withdrawal,1,8100,0,8100,18546.8,1,342,5,1/1/2019 15:00
T00161215,1373,Debit,Cash Withdrawal,1,650,0,650,33558.2,1,89,5,1/1/2019 9:44
T00160750,1374,Debit,Cash Withdrawal,1,6900,0,6900,28705.8,1,291,5,1/1/2019 14:52
T00162224,1375,Debit,Cash Withdrawal,1,1520,0,1520,16634.2,1,202,5,1/1/2019 12:03
T00166620,1376,Debit,Cash Withdrawal,1,150,0,150,15668.8,1,167,5,1/1/2019 12:01
T00165693,1377,Debit,Cash Withdrawal,1,700,0,700,45274.3,1,218,5,1/1/2019 14:12
T00164005,1378,Debit,Cash Withdrawal,1,1760,0,1760,29285.8,1,318,5,1/1/2019 9:12
T00165430,1379,Debit,Credit Card Withdrawal,,700,0,700,25356.2,1,312,5,1/1/2019 14:47
T00162192,1380,Debit,Cash Withdrawal,1,1280,0,1280,18154.2,1,202,5,1/1/2019 14:35
T00995610,1381,Debit,Cash Withdrawal,1,15000,0,15000,36468.4,1,124,5,1/1/2019 10:59
T00998375,1382,Debit,Cash Withdrawal,1,26500,0,26500,37925.9,1,36,5,1/1/2019 11:32
T00996799,1383,Debit,Cash Withdrawal,1,3600,0,3600,59876.3,1,216,5,1/1/2019 9:15
T00997402,1384,Debit,Credit Card Withdrawal,,900,0,900,36477,1,34,5,1/1/2019 14:35
T00996794,1385,Debit,Cash Withdrawal,1,6000,0,6000,63476.3,1,216,5,1/1/2019 8:25
T02648640,1386,Debit,Cash Withdrawal,1,5100,0,5100,44445.9,1,255,5,1/1/2019 9:17
T02688741,1387,Debit,Cash Withdrawal,1,2700,0,2700,53030.9,1,270,5,1/1/2019 11:29
T02688738,1388,Debit,Cash Withdrawal,1,8400,0,8400,44630.9,1,270,5,1/1/2019 9:22
T03018131,1389,Debit,Cash Withdrawal,1,1300,0,1300,47953.9,1,71,5,1/1/2019 12:21
T03018133,1390,Debit,Cash Withdrawal,1,2600,0,2600,45353.9,1,71,5,1/1/2019 9:29
T03055681,1391,Debit,Cash Withdrawal,1,6600,0,6600,18654.4,1,307,5,1/1/2019 13:03
T03026966,1392,Debit,Cash Withdrawal,1,6000,0,6000,29415.1,1,20,5,1/1/2019 16:20
T00934016,1393,Debit,Cash Withdrawal,1,900,0,900,37908.2,1,230,5,1/1/2019 10:31
T00938396,1394,Credit,Credit in Cash,,0,400,400,31865,1,347,5,1/1/2019 11:42
T00933581,1395,Debit,Cash Withdrawal,1,2080,0,2080,27732.6,1,252,5,1/1/2019 9:53
T00985684,1396,Debit,Cash Withdrawal,1,2100,0,2100,38534,1,349,5,1/1/2019 9:10
T01089921,1397,Debit,Cash Withdrawal,1,7200,0,7200,37240.7,1,277,5,1/1/2019 10:29
T01091705,1398,Credit,Credit in Cash,,0,33706,33706,72482.1,1,123,5,1/1/2019 13:38
T02121823,1399,Debit,Cash Withdrawal,1,720,0,720,23756.6,1,156,5,1/1/2019 10:58
T02243014,1400,Debit,Cash Withdrawal,1,5400,0,5400,47139.5,1,54,5,1/1/2019 16:40
T02248836,1401,Debit,Cash Withdrawal,1,3300,0,3300,57865.2,1,298,5,1/1/2019 12:23
T02243012,1402,Debit,Cash Withdrawal,1,8700,0,8700,38439.5,1,54,5,1/1/2019 15:50
T00075676,1403,Debit,Cash Withdrawal,1,3400,0,3400,44410.9,1,264,5,1/1/2019 14:38
T00073247,1404,Debit,Cash Withdrawal,1,6900,0,6900,32413.1,1,99,5,1/1/2019 16:00
T00078238,1405,Debit,Cash Withdrawal,1,600,0,600,24700.2,1,190,5,1/1/2019 14:02
T00078237,1406,Debit,Cash Withdrawal,1,1080,0,1080,23620.2,1,190,5,1/1/2019 16:50
T00079254,1407,Debit,Cash Withdrawal,1,4300,0,4300,22187.5,1,293,5,1/1/2019 14:44
T00079842,1408,Debit,Cash Withdrawal,1,1120,0,1120,20582.4,1,162,5,1/1/2019 9:37
T00082113,1409,Debit,Cash Withdrawal,1,11400,0,11400,40037.9,1,93,5,1/1/2019 11:44
T00078241,1410,Debit,Cash Withdrawal,1,600,0,600,23020.2,1,190,5,1/1/2019 9:44
T00082328,1411,Debit,Cash Withdrawal,1,630,0,630,21666.2,1,350,5,1/1/2019 9:44
T00079840,1412,Debit,Cash Withdrawal,1,800,0,800,21702.4,1,162,5,1/1/2019 12:04
T00110682,1413,Debit,Cash Withdrawal,1,1500,0,1500,56786,1,113,5,1/1/2019 15:09
T00109912,1414,Debit,Cash Withdrawal,1,2300,0,2300,29123,1,197,5,1/1/2019 12:21
T00111020,1415,Debit,Cash Withdrawal,1,1760,0,1760,29797.1,1,141,5,1/1/2019 8:37
T00113114,1416,Debit,Cash Withdrawal,1,3120,0,3120,29265.7,1,311,5,1/1/2019 12:18
T00065598,1417,Credit,Credit in Cash,,0,3300,3300,3757.3,1,179,5,1/1/2019 15:13
T00062514,1418,Debit,Cash Withdrawal,1,3240,0,3240,16687.1,1,144,5,1/1/2019 14:03
T00062953,1419,Debit,Cash Withdrawal,1,2300,0,2300,34161,1,311,5,1/1/2019 10:55
T00071133,1420,Debit,Cash Withdrawal,1,630,0,630,14943,1,160,5,1/1/2019 14:51
T00066813,1421,Debit,Cash Withdrawal,1,4500,0,4500,44471.2,1,313,5,1/1/2019 8:45
T00071130,1422,Debit,Cash Withdrawal,1,780,0,780,14163,1,160,5,1/1/2019 12:04
T00070629,1423,Debit,Cash Withdrawal,1,840,0,840,21180.6,1,42,5,1/1/2019 11:12
T00068637,1424,Debit,Cash Withdrawal,1,1080,0,1080,51615.9,1,110,5,1/1/2019 15:32
T00912093,1425,Debit,Cash Withdrawal,1,2100,0,2100,40141.3,1,302,5,1/1/2019 13:34
T00915549,1426,Debit,Cash Withdrawal,1,2000,0,2000,22303.9,1,69,5,1/1/2019 16:46
T00916482,1427,Debit,Cash Withdrawal,1,2500,0,2500,44991.6,1,224,5,1/1/2019 10:08
T00912596,1428,Debit,Cash Withdrawal,1,16600,0,16600,47211.4,1,251,5,1/1/2019 11:08
T00915368,1429,Debit,Cash Withdrawal,1,1120,0,1120,27456.4,1,37,5,1/1/2019 10:37
T00523386,1430,Debit,Cash Withdrawal,1,3240,0,3240,70595.6,1,24,5,1/1/2019 16:16
T00521225,1431,Debit,Cash Withdrawal,1,1900,0,1900,76002.9,1,310,5,1/1/2019 10:14
T00680751,1432,Debit,Cash Withdrawal,1,1600,0,1600,54153,1,294,5,1/1/2019 14:42
T00675552,1433,Debit,Cash Withdrawal,1,1040,0,1040,16418.8,1,294,5,1/1/2019 16:53
T02304985,1434,Debit,Cash Withdrawal,1,1800,0,1800,77023.8,1,58,5,1/1/2019 16:57
T00470486,1435,Debit,Cash Withdrawal,1,1440,0,1440,19657.4,1,147,5,1/1/2019 10:55
T00466131,1436,Debit,Cash Withdrawal,1,11600,0,11600,44641.5,1,233,5,1/1/2019 13:58
T00494738,1437,Credit,Credit in Cash,,0,1000,1000,37988,1,288,5,1/1/2019 14:04
T00497832,1438,Debit,Cash Withdrawal,1,1200,0,1200,16641.2,1,207,5,1/1/2019 8:05
T00698557,1439,Debit,Cash Withdrawal,1,1000,0,1000,52405.3,1,329,5,1/1/2019 14:06
T00698696,1440,Credit,Credit in Cash,,0,29748,29748,52891.9,1,222,5,1/1/2019 16:44
T00767334,1441,Debit,Cash Withdrawal,1,2280,0,2280,17829.2,1,265,5,1/1/2019 16:28
T00770217,1442,Debit,Cash Withdrawal,1,2100,0,2100,37347.1,1,113,5,1/1/2019 8:53
T00771367,1443,Debit,Cash Withdrawal,1,1100,0,1100,25587.9,1,164,5,1/1/2019 10:00
T00871856,1444,Debit,Cash Withdrawal,1,11200,0,11200,26419.3,1,80,5,1/1/2019 15:56
T00876932,1445,Debit,Cash Withdrawal,1,720,0,720,43441.2,1,117,5,1/1/2019 8:19
T00616459,1446,Debit,Cash Withdrawal,1,810,0,810,27208,1,243,5,1/1/2019 11:02
T00621829,1447,Credit,Credit in Cash,,0,7851,7851,34785.7,1,54,5,1/1/2019 11:15
T00620427,1448,Debit,Cash Withdrawal,1,2520,0,2520,16435.9,1,89,5,1/1/2019 12:00
T00620423,1449,Debit,Cash Withdrawal,1,1440,0,1440,18955.9,1,89,5,1/1/2019 16:45
T00616521,1450,Credit,Credit in Cash,,0,1300,1300,28018,1,243,5,1/1/2019 12:50
T00657633,1451,Debit,Cash Withdrawal,1,2500,0,2500,24719.9,1,70,5,1/1/2019 8:29
T00660060,1452,Debit,Cash Withdrawal,1,640,0,640,37861.2,1,174,5,1/1/2019 12:31
T01907526,1453,Debit,Cash Withdrawal,1,4500,0,4500,58306.6,1,188,5,1/1/2019 16:21
T01867809,1454,Debit,Cash Withdrawal,1,7200,0,7200,10897,1,304,5,1/1/2019 11:12
T01891240,1455,Credit,Credit in Cash,,0,13100,13100,16712.7,1,82,5,1/1/2019 8:49
T02370194,1456,Debit,Cash Withdrawal,1,7800,0,7800,50257.8,1,166,5,1/1/2019 8:08
T02373307,1457,Debit,Cash Withdrawal,1,17900,0,17900,19354.3,1,317,5,1/1/2019 10:15
T02372916,1458,Credit,Credit in Cash,,0,39765,39765,37254.3,1,317,5,1/1/2019 15:41
T00903422,1459,Debit,Cash Withdrawal,1,420,0,420,18578.7,1,289,5,1/1/2019 12:34
T00902885,1460,Debit,Cash Withdrawal,1,3650,0,3650,20569.2,1,344,5,1/1/2019 8:02
T00901328,1461,Debit,Cash Withdrawal,1,20100,0,20100,56660.2,1,158,5,1/1/2019 16:52
T00904872,1462,Debit,Cash Withdrawal,1,7700,0,7700,5172.9,1,209,5,1/1/2019 11:36
T00944518,1463,Debit,Cash Withdrawal,1,480,0,480,42088.4,1,66,5,1/1/2019 13:09
T00941692,1464,Debit,Cash Withdrawal,1,300,0,300,17395.4,1,136,5,1/1/2019 13:41
T00944483,1465,Debit,Cash Withdrawal,1,2900,0,2900,39188.4,1,66,5,1/1/2019 12:25
T01039305,1466,Debit,Cash Withdrawal,1,900,0,900,22303.3,1,259,5,1/1/2019 15:12
T01503520,1467,Debit,Cash Withdrawal,1,3120,0,3120,19537.4,1,106,5,1/1/2019 14:06
T01501845,1468,Debit,Cash Withdrawal,1,5147,0,5147,88377.5,1,245,5,1/1/2019 10:56
T01504407,1469,Debit,Cash Withdrawal,1,11600,0,11600,59231.2,1,128,5,1/1/2019 9:57
T01502050,1470,Debit,Cash Withdrawal,1,24800,0,24800,63577.5,1,245,5,1/1/2019 13:38
T00011735,1471,Debit,Cash Withdrawal,1,1280,0,1280,28406.1,1,220,5,1/1/2019 16:50
T00016873,1472,Debit,Cash Withdrawal,1,2300,0,2300,32993,1,40,5,1/1/2019 10:56
T00018210,1473,Debit,Cash Withdrawal,1,1360,0,1360,20833,1,231,5,1/1/2019 9:53
T00000578,1474,Debit,Cash Withdrawal,1,8700,0,8700,39290.9,1,45,5,1/1/2019 10:05
T00001143,1475,Debit,Cash Withdrawal,1,560,0,560,24383,1,233,5,1/1/2019 15:19
T00000580,1476,Debit,Cash Withdrawal,1,5400,0,5400,47990.9,1,45,5,1/1/2019 8:46
T00002023,1477,Debit,Cash Withdrawal,1,2040,0,2040,39979.6,1,316,5,1/1/2019 9:43
T00008251,1478,Credit,Credit in Cash,,0,5386,5386,40173.8,1,125,5,1/1/2019 10:52
T00005671,1479,Debit,Cash Withdrawal,1,3360,0,3360,52480.5,1,172,5,1/1/2019 13:51
T00005828,1480,Debit,Cash Withdrawal,1,15800,0,15800,55840.5,1,172,5,1/1/2019 16:40
T00009396,1481,Debit,Credit Card Withdrawal,,3700,0,3700,100011.4,1,113,5,1/1/2019 11:19
T00006402,1482,Debit,Cash Withdrawal,1,3300,0,3300,59853.5,1,182,5,1/1/2019 14:58
T00885091,1483,Debit,Cash Withdrawal,1,500,0,500,27654.7,1,243,5,1/1/2019 9:05
T00884608,1484,Debit,Cash Withdrawal,1,3900,0,3900,31632.8,1,224,5,1/1/2019 14:13
T00887356,1485,Debit,Cash Withdrawal,1,1680,0,1680,16299.3,1,45,5,1/1/2019 10:15
T00477827,1486,Debit,Cash Withdrawal,1,800,0,800,20313,1,242,5,1/1/2019 11:13
T00477825,1487,Debit,Cash Withdrawal,1,640,0,640,19673,1,242,5,1/1/2019 10:13
T00477427,1488,Debit,Cash Withdrawal,1,600,0,600,42968.4,1,285,5,1/1/2019 8:07
T00477793,1489,Debit,Cash Withdrawal,1,700,0,700,18973,1,242,5,1/1/2019 8:13
T00476473,1490,Debit,Cash Withdrawal,1,1760,0,1760,23397,1,167,5,1/1/2019 9:32
T00479447,1491,Debit,Credit Card Withdrawal,,1700,0,1700,58937.6,1,333,5,1/1/2019 8:19
T00529961,1492,Debit,Cash Withdrawal,1,1440,0,1440,29094.8,1,145,5,1/1/2019 15:56
T00527911,1493,Debit,Cash Withdrawal,1,3300,0,3300,48769.6,1,227,5,1/1/2019 13:52
T00529510,1494,Debit,Cash Withdrawal,1,5400,0,5400,79400.2,1,98,5,1/1/2019 12:57
T00528979,1495,Debit,Cash Withdrawal,1,3600,0,3600,84520.3,1,180,5,1/1/2019 10:16
T00614845,1496,Debit,Cash Withdrawal,1,3120,0,3120,51539.7,1,161,5,1/1/2019 12:44
T00878810,1497,Debit,Cash Withdrawal,1,2700,0,2700,63099.1,1,52,5,1/1/2019 9:26
T00879865,1498,Debit,Cash Withdrawal,1,9200,0,9200,42411.6,1,2,5,1/1/2019 14:35
T00878499,1499,Debit,Cash Withdrawal,1,22200,0,22200,14440.6,1,154,5,1/1/2019 14:46
T00882222,1500,Debit,Cash Withdrawal,1,1360,0,1360,30508.9,1,139,5,1/1/2019 9:41
T00447020,1501,Debit,Cash Withdrawal,1,500,0,500,84454.9,1,18,5,1/1/2019 9:04
T00459365,1502,Debit,Cash Withdrawal,1,870,0,870,19713.4,1,238,5,1/1/2019 8:24
T00455056,1503,Debit,Cash Withdrawal,1,1500,0,1500,31042.5,1,187,5,1/1/2019 8:22
T00456376,1504,Debit,Cash Withdrawal,1,2040,0,2040,21171.5,1,8,5,1/1/2019 12:57
T00456847,1505,Debit,Cash Withdrawal,1,2000,0,2000,61570.2,1,151,5,1/1/2019 8:25
T01083162,1506,Debit,Cash Withdrawal,1,5440,0,5440,23393.3,1,3,5,1/1/2019 15:11
T01082256,1507,Debit,Cash Withdrawal,1,1300,0,1300,51213.4,1,64,5,1/1/2019 10:20
T01689342,1508,Credit,Credit in Cash,,0,34040,34040,93017,1,200,5,1/1/2019 11:51
T00275492,1509,Debit,Cash Withdrawal,1,540,0,540,20431.8,1,336,5,1/1/2019 9:53
T00272789,1510,Debit,Cash Withdrawal,1,3600,0,3600,27247.3,1,306,5,1/1/2019 8:00
T00306491,1511,Debit,Cash Withdrawal,1,1600,0,1600,24547.6,1,164,5,1/1/2019 16:59
T00307053,1512,Debit,Cash Withdrawal,1,2520,0,2520,18402,1,56,5,1/1/2019 17:00
T00443780,1513,Debit,Cash Withdrawal,1,1920,0,1920,22835.9,1,342,5,1/1/2019 16:45
T00443782,1514,Debit,Cash Withdrawal,1,2160,0,2160,24755.9,1,342,5,1/1/2019 8:17
T00225351,1515,Debit,Cash Withdrawal,1,3680,0,3680,25150.6,1,180,5,1/1/2019 8:14
T00227506,1516,Debit,Cash Withdrawal,1,2500,0,2500,36799.2,1,273,5,1/1/2019 10:36
T00228770,1517,Debit,Cash Withdrawal,1,840,0,840,46759.8,1,303,5,1/1/2019 14:26
T00231614,1518,Debit,Cash Withdrawal,1,1360,0,1360,23822.1,1,278,5,1/1/2019 15:46
T00231922,1519,Debit,Cash Withdrawal,1,1920,0,1920,17015.2,1,126,5,1/1/2019 14:32
T00230885,1520,Debit,Cash Withdrawal,1,1600,0,1600,59454.8,1,214,5,1/1/2019 13:51
T00230903,1521,Debit,Cash Withdrawal,1,2160,0,2160,57294.8,1,214,5,1/1/2019 14:50
T00229607,1522,Debit,Cash Withdrawal,1,1530,0,1530,12944.1,1,201,5,1/1/2019 12:27
T01048898,1523,Debit,Cash Withdrawal,1,330,0,330,14784.9,1,263,5,1/1/2019 13:35
